fhorgid,fhorgname,fhorgtype,status,createdby,createddate,updatedby,lastupdateddate,fhdeptindagencyorgid,fhagencyorgname,agencycode,cgaclist/0/cgac,fhorgnamehistory/0/fhorgname,fhorgnamehistory/0/effectivedate,fhorgparenthistory/0/fhfullparentpathid,fhorgparenthistory/0/fhfullparentpathname,fhorgparenthistory/0/effectivedate,links/0/rel,links/0/href,links/0/hreflang,links/0/media,links/0/title,links/0/type,links/0/deprecation,links/1/rel,links/1/href,links/1/hreflang,links/1/media,links/1/title,links/1/type,links/1/deprecation,oldfpdsofficecode,cgaclist/1/cgac,cgaclist/2/cgac,cgaclist/3/cgac,cgaclist/4/cgac
100012049,"LABOR, DEPARTMENT OF",Department/Ind. Agency,ACTIVE,,2003-02-26 00:00,FPDS_START_DATE_FIX,2019-11-21 23:04,100012049,"LABOR, DEPARTMENT OF",1600,016,"LABOR, DEPARTMENT OF",1957-07-01 00:00,100012049,"LABOR, DEPARTMENT OF",1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100012049,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100012049,,,,,,1600,,,,
500155065,LEGAL SERVICES CORPORATION,Department/Ind. Agency,ACTIVE,michael.stephenson@gsa.gov,2020-03-31 11:08,michael.stephenson@gsa.gov,2020-04-06 14:41,500155065,LEGAL SERVICES CORPORATION,2090,020,LEGAL SERVICES CORPORATION,2020-03-31 00:00,500155065,LEGAL SERVICES CORPORATION,2020-03-31 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=500155065,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=500155065,,,,,,,,,,
100094131,LIBRARY OF CONGRESS,Department/Ind. Agency,ACTIVE,,2004-11-17 00:00,FPDS_START_DATE_FIX,2019-11-21 23:04,100094131,LIBRARY OF CONGRESS,0300,003,LIBRARY OF CONGRESS,1957-07-01 00:00,100094131,LIBRARY OF CONGRESS,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100094131,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100094131,,,,,,0300,,,,
300000055,MARINE MAMMAL COMMISSION,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000055,MARINE MAMMAL COMMISSION,9513,387,MARINE MAMMAL COMMISSION,1957-07-01 00:00,300000055,MARINE MAMMAL COMMISSION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000055,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000055,,,,,,,,,,
500033704,MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,Department/Ind. Agency,ACTIVE,IAE-DataTeam,2018-09-17 19:05,FPDS_START_DATE_FIX,2019-11-21 23:04,500033704,MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,4554,009,MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,1965-12-31 00:00,500033704,MEDICAID AND CHIP PAYMENT AND ACCESS COMMISSION,1965-12-31 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=500033704,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=500033704,,,,,,,,,,
300000719,MEDICARE PAYMENT ADVISORY COMMISSION,Department/Ind. Agency,ACTIVE,DATA TEAM,2017-12-11 15:45,FPDS_START_DATE_FIX,2019-11-21 23:04,300000719,MEDICARE PAYMENT ADVISORY COMMISSION,4835,235,MEDICARE PAYMENT ADVISORY COMMISSION,1957-07-01 00:00,300000719,MEDICARE PAYMENT ADVISORY COMMISSION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000719,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000719,,,,,,,,,,
300000026,MERIT SYSTEMS PROTECTION BOARD,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000026,MERIT SYSTEMS PROTECTION BOARD,4100,389,MERIT SYSTEMS PROTECTION BOARD,1957-07-01 00:00,300000026,MERIT SYSTEMS PROTECTION BOARD,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000026,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000026,,,,,,,,,,
100076293,MILLENNIUM CHALLENGE CORPORATION,Department/Ind. Agency,ACTIVE,,2005-10-03 00:00,IAE_29450_MCC,2020-01-08 00:00,100076293,MILLENNIUM CHALLENGE CORPORATION,9543,524,MILLENNIUM CHALLENGE CORPORATION,1957-07-01 00:00,100076293,MILLENNIUM CHALLENGE CORPORATION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100076293,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100076293,,,,,,9543,,,,
300000070,MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000070,MORRIS K UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,9545,487,MORRIS K. UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,1957-07-01 00:00,300000070,MORRIS K UDALL SCHOLARSHIP AND EXCELLENCE IN NATIONAL ENVIRONMENTAL POLICY FOUNDATION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000070,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000070,,,,,,,,,,
100000266,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,Department/Ind. Agency,ACTIVE,,1996-07-30 00:00,FPDS_START_DATE_FIX,2019-11-21 23:04,100000266,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8000,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,1957-07-01 00:00,100000266,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100000266,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100000266,,,,,,8000,,,,
100076449,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,Department/Ind. Agency,ACTIVE,,2005-08-06 00:00,FPDS_START_DATE_FIX,2019-11-21 23:04,100076449,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,8800,088,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,1957-07-01 00:00,100076449,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100076449,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100076449,,,,,,8800,,,,
300000716,NATIONAL BIPARTISAN COMMISSION ON THE FUTURE OF MEDICARE,Department/Ind. Agency,ACTIVE,DATA TEAM,2017-12-11 15:45,FPDS_START_DATE_FIX,2019-11-21 23:04,300000716,NATIONAL BIPARTISAN COMMISSION ON THE FUTURE OF MEDICARE,4808,048,NATIONAL BIPARTISAN COMMISSION ON THE FUTURE OF MEDICARE,1957-07-01 00:00,300000716,NATIONAL BIPARTISAN COMMISSION ON THE FUTURE OF MEDICARE,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000716,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000716,,,,,,,,,,
300000048,NATIONAL CAPITAL PLANNING COMMISSION,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000048,NATIONAL CAPITAL PLANNING COMMISSION,9502,394,NATIONAL CAPITAL PLANNING COMMISSION,1957-07-01 00:00,300000048,NATIONAL CAPITAL PLANNING COMMISSION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000048,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000048,,,,,,,,,,
500033705,NATIONAL COUNCIL ON DISABILITY,Department/Ind. Agency,ACTIVE,IAE-DataTeam,2018-09-17 19:05,FPDS_START_DATE_FIX,2019-11-21 23:04,500033705,NATIONAL COUNCIL ON DISABILITY,9509,413,NATIONAL COUNCIL ON DISABILITY,1957-07-01 00:00,500033705,NATIONAL COUNCIL ON DISABILITY,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=500033705,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=500033705,,,,,,,,,,
300000021,NATIONAL CREDIT UNION ADMINISTRATION,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000021,NATIONAL CREDIT UNION ADMINISTRATION,2500,025,NATIONAL CREDIT UNION ADMINISTRATION,1957-07-01 00:00,300000021,NATIONAL CREDIT UNION ADMINISTRATION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000021,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000021,,,,,,,,,,
100241110,NATIONAL ENDOWMENT FOR THE ARTS,Department/Ind. Agency,ACTIVE,,1996-07-30 00:00,FPDS_START_DATE_FIX,2019-11-21 23:04,100241110,NATIONAL ENDOWMENT FOR THE ARTS,5920,417,NATIONAL ENDOWMENT FOR THE ARTS,1957-07-01 00:00,100241110,NATIONAL ENDOWMENT FOR THE ARTS,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100241110,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100241110,,,,,,5920,,,,
100171765,NATIONAL ENDOWMENT FOR THE HUMANITIES,Department/Ind. Agency,ACTIVE,,2016-04-01 00:00,FPDS_START_DATE_FIX,2019-09-14 18:41,100171765,NATIONAL ENDOWMENT FOR THE HUMANITIES,4340,418,NATIONAL ENDOWMENT FOR THE HUMANITIES,2018-10-01 00:00,100171765,NATIONAL ENDOWMENT FOR THE HUMANITIES,2018-10-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100171765,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100171765,,,,,,5940,,,,
100114303,NATIONAL GALLERY OF ART,Department/Ind. Agency,ACTIVE,,2003-11-20 00:00,FPDS_START_DATE_FIX,2019-11-21 23:04,100114303,NATIONAL GALLERY OF ART,3355,033,NATIONAL GALLERY OF ART,1957-07-01 00:00,100114303,NATIONAL GALLERY OF ART,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100114303,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100114303,,,,,,3355,,,,
100188615,NATIONAL LABOR RELATIONS BOARD,Department/Ind. Agency,ACTIVE,,2016-04-12 00:00,FPDS_START_DATE_FIX,2019-11-21 23:04,100188615,NATIONAL LABOR RELATIONS BOARD,6300,420,NATIONAL LABOR RELATIONS BOARD,1957-07-01 00:00,100188615,NATIONAL LABOR RELATIONS BOARD,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100188615,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100188615,,,,,,6300,,,,
300000061,NATIONAL MEDIATION BOARD,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000061,NATIONAL MEDIATION BOARD,9524,421,NATIONAL MEDIATION BOARD,1957-07-01 00:00,300000061,NATIONAL MEDIATION BOARD,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000061,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000061,,,,,,,,,,
100011765,NATIONAL SCIENCE FOUNDATION,Department/Ind. Agency,ACTIVE,,2004-11-23 00:00,FPDS_START_DATE_FIX,2019-11-21 23:04,100011765,NATIONAL SCIENCE FOUNDATION,4900,049,NATIONAL SCIENCE FOUNDATION,1957-07-01 00:00,100011765,NATIONAL SCIENCE FOUNDATION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100011765,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100011765,,,,,,4900,,,,
300000051,NATIONAL TRANSPORTATION SAFETY BOARD,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000051,NATIONAL TRANSPORTATION SAFETY BOARD,9508,424,NATIONAL TRANSPORTATION SAFETY BOARD,1957-07-01 00:00,300000051,NATIONAL TRANSPORTATION SAFETY BOARD,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000051,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000051,,,,,,,,,,
300000746,NATIONAL WOMEN'S BUSINESS COUNCIL,Department/Ind. Agency,ACTIVE,DATA TEAM,2017-12-11 15:45,FPDS_START_DATE_FIX,2019-11-21 23:04,300000746,NATIONAL WOMEN'S BUSINESS COUNCIL,7360,,NATIONAL WOMEN'S BUSINESS COUNCIL,1957-07-01 00:00,300000746,NATIONAL WOMEN'S BUSINESS COUNCIL,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000746,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000746,,,,,,,,,,
300000074,NORTHERN BORDER REGIONAL COMMISSION,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-09-14 18:41,300000074,NORTHERN BORDER REGIONAL COMMISSION,9557,573,NORTHERN BORDER REGIONAL COMMISSION,2008-06-18 00:00,300000074,NORTHERN BORDER REGIONAL COMMISSION,2008-06-18 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000074,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000074,,,,,,,,,,
100137672,NUCLEAR REGULATORY COMMISSION,Department/Ind. Agency,ACTIVE,,2000-02-29 00:00,FPDS_START_DATE_FIX,2019-11-21 23:04,100137672,NUCLEAR REGULATORY COMMISSION,3100,031,NUCLEAR REGULATORY COMMISSION,1957-07-01 00:00,100137672,NUCLEAR REGULATORY COMMISSION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100137672,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100137672,,,,,,3100,,,,
300000031,NUCLEAR WASTE TECHNICAL REVIEW BOARD,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000031,NUCLEAR WASTE TECHNICAL REVIEW BOARD,4856,431,NUCLEAR WASTE TECHNICAL REVIEW BOARD,1957-07-01 00:00,300000031,NUCLEAR WASTE TECHNICAL REVIEW BOARD,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000031,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000031,,,,,,,,,,
300000056,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000056,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,9514,432,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,1957-07-01 00:00,300000056,OCCUPATIONAL SAFETY AND HEALTH REVIEW COMMISSION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000056,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000056,,,,,,,,,,
300000072,OFFICE OF GOVERNMENT ETHICS,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000072,OFFICE OF GOVERNMENT ETHICS,9549,434,OFFICE OF GOVERNMENT ETHICS,1957-07-01 00:00,300000072,OFFICE OF GOVERNMENT ETHICS,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000072,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000072,,,,,,,,,,
300000029,OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000029,OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,4849,435,OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,1957-07-01 00:00,300000029,OFFICE OF NAVAJO AND HOPI INDIAN RELOCATION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000029,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000029,,,,,,,,,,
300000020,OFFICE OF PERSONNEL MANAGEMENT,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000020,OFFICE OF PERSONNEL MANAGEMENT,2400,024,OFFICE OF PERSONNEL MANAGEMENT,1957-07-01 00:00,300000020,OFFICE OF PERSONNEL MANAGEMENT,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000020,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000020,,,,,,,,,,
300000040,OFFICE OF SPECIAL COUNSEL,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000040,OFFICE OF SPECIAL COUNSEL,6201,062,OFFICE OF SPECIAL COUNSEL,1957-07-01 00:00,300000040,OFFICE OF SPECIAL COUNSEL,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000040,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000040,,,,,,,,,,
300000767,OFFICE OF THE DIRECTOR - CSOSA,Department/Ind. Agency,ACTIVE,DATA TEAM,2017-12-11 15:45,FPDS_START_DATE_FIX,2019-11-21 23:04,300000767,OFFICE OF THE DIRECTOR - CSOSA,959D,511,OFFICE OF THE DIRECTOR - CSOSA,1957-07-01 00:00,300000767,OFFICE OF THE DIRECTOR - CSOSA,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000767,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000767,,,,,,,,,,
500033706,OFFICE OF THE DIRECTOR OF NATIONAL INTELLIGENCE,Department/Ind. Agency,ACTIVE,IAE-DataTeam,2018-09-17 19:05,ODNI_REQ,2019-11-25 00:00,500033706,OFFICE OF THE DIRECTOR OF NATIONAL INTELLIGENCE,9546,467,OFFICE OF THE DIRECTOR OF NATIONAL INTELLIGENCE,1957-07-01 00:00,500033706,OFFICE OF THE DIRECTOR OF NATIONAL INTELLIGENCE,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=500033706,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=500033706,,,,,,,,,,
300000035,OFF OF THE FED INSPECTOR FOR THE AK NATURAL GAS TRANSPORT,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000035,OFF OF THE FED INSPECTOR FOR THE AK NATURAL GAS TRANSPORT,5200,534,OFF OF THE FED INSPECTOR FOR THE AK NATURAL GAS TRANSPORT,1957-07-01 00:00,300000035,OFF OF THE FED INSPECTOR FOR THE AK NATURAL GAS TRANSPORT,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000035,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000035,,,,,,,,,,
300000009,OPEN WORLD LEADERSHIP CENTER,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-09-14 18:41,300000009,OPEN WORLD LEADERSHIP CENTER,0945,009,OPEN WORLD LEADERSHIP CENTER,2013-10-01 00:00,300000009,OPEN WORLD LEADERSHIP CENTER,2013-10-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000009,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000009,,,,,,,,,,
100007189,PEACE CORPS,Department/Ind. Agency,ACTIVE,,1996-07-30 00:00,FPDS_START_DATE_FIX,2019-11-21 23:04,100007189,PEACE CORPS,1145,011,PEACE CORPS,1957-07-01 00:00,100007189,PEACE CORPS,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100007189,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100007189,,,,,,1145,,,,
100090284,PENSION BENEFIT GUARANTY CORPORATION,Department/Ind. Agency,ACTIVE,,2007-05-24 00:00,michael.stephenson@gsa.gov,2019-12-18 10:28,100090284,PENSION BENEFIT GUARANTY CORPORATION,1665,016,PENSION BENEFIT GUARANTY CORPORATION,2005-10-01 00:00,100090284,PENSION BENEFIT GUARANTY CORPORATION,2005-10-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100090284,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100090284,,,,,,1665,,,,
300000018,POSTAL SERVICE,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000018,POSTAL SERVICE,1800,018,POSTAL SERVICE,1957-07-01 00:00,300000018,POSTAL SERVICE,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000018,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000018,,,,,,,,,,
300000080,PRESIDIO TRUST,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000080,PRESIDIO TRUST,9570,512,PRESIDIO TRUST,1957-07-01 00:00,300000080,PRESIDIO TRUST,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000080,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000080,,,,,,,,,,
300000062,PRIVACY AND CIVIL LIBERTIES OVERSIGHT BOARD,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-09-14 18:41,300000062,PRIVACY AND CIVIL LIBERTIES OVERSIGHT BOARD,9526,535,PRIVACY AND CIVIL LIBERTIES OVERSIGHT BOARD,2012-08-22 00:00,300000062,PRIVACY AND CIVIL LIBERTIES OVERSIGHT BOARD,2012-08-22 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000062,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000062,,,,,,,,,,
100188643,RAILROAD RETIREMENT BOARD,Department/Ind. Agency,ACTIVE,,2016-04-13 00:00,FPDS_START_DATE_FIX,2019-11-21 23:04,100188643,RAILROAD RETIREMENT BOARD,6000,060,RAILROAD RETIREMENT BOARD,1957-07-01 00:00,100188643,RAILROAD RETIREMENT BOARD,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100188643,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100188643,,,,,,6000,,,,
300000077,RECOVERY ACCOUNTABILITY AND TRANSPARENCY BOARD,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-09-14 18:41,300000077,RECOVERY ACCOUNTABILITY AND TRANSPARENCY BOARD,9561,539,RECOVERY ACCOUNTABILITY AND TRANSPARENCY BOARD,2009-02-17 00:00,300000077,RECOVERY ACCOUNTABILITY AND TRANSPARENCY BOARD,2009-02-17 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000077,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000077,,,,,,,,,,
100039806,SECURITIES AND EXCHANGE COMMISSION,Department/Ind. Agency,ACTIVE,,2003-11-20 00:00,FPDS_START_DATE_FIX,2019-11-21 23:04,100039806,SECURITIES AND EXCHANGE COMMISSION,5000,050,SECURITIES AND EXCHANGE COMMISSION,1957-07-01 00:00,100039806,SECURITIES AND EXCHANGE COMMISSION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=100039806,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=100039806,,,,,,5000,,,,
300000033,SECURITIES INVESTOR PROTECTION CORPORATION,Department/Ind. Agency,ACTIVE,IAE_DATA_TEAM,2017-10-05 12:35,FPDS_START_DATE_FIX,2019-11-21 23:04,300000033,SECURITIES INVESTOR PROTECTION CORPORATION,5094,576,SECURITIES INVESTOR PROTECTION CORPORATION,1957-07-01 00:00,300000033,SECURITIES INVESTOR PROTECTION CORPORATION,1957-07-01 00:00,self,https://api.sam.gov/prod/federalorganizations/v1/orgs?fhorgid=300000033,,,,,,nextlevelchildren,https://api.sam.gov/prod/federalorganizations/v1/org/hierarchy?fhorgid=300000033,,,,,,,,,,
